platform,source_url,source_kind,language,review_date,rating,review_id,bath_area_tags,signal_tags,caution_tags,onsen_related,short_paraphrase,original_keywords,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-12-02,9.6,1056942454,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-27,10.0,1053803303,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-23,10.0,1054736805,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-14,8.8,1050463818,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-13,8.0,1050174100,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-13,10.0,1050197732,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-11-06,10.0,1048772094,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-30,10.0,1046166957,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-19,10.0,1041155828,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-14,9.2,1038290146,public_bath;room_open_air_bath,public_bath_hot_spring;room_bath_hot_spring,,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 공용탕 맥락이 확인됨.",노천탕/露天;대욕장/공용,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-10,10.0,1037644681,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-05,5.6,1035503626,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-10-01,9.6,1033619355,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-09-29,7.6,1032694191,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-08-01,8.8,913882176,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-05-26,10.0,968845006,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-05-26,10.0,968747140,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-05-17,9.2,964597924,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-05-09,9.6,960603691,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-04-27,9.2,954130498,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-04-22,8.0,953556653,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-04-09,10.0,947193071,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-03-31,10.0,938948988,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-03-01,9.6,926480545,room_bath;room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;내탕/内湯;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-02-10,6.8,926668880,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-01-19,8.8,918504816,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-01-12,10.0,914323473,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2025-01-11,9.6,914193876,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-28,8.8,908741530,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-23,10.0,908231411,public_bath;room_open_air_bath,public_bath_hot_spring;room_bath_hot_spring,,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 공용탕 맥락이 확인됨.",노천탕/露天;대욕장/공용;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-19,9.6,906707595,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-16,9.6,903978651,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-16,8.8,903909491,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-11,9.6,902788652,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-12-11,10.0,902776659,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-11-09,10.0,893177584,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-11-04,9.6,888902931,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-28,9.2,886236882,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-22,9.6,885818110,public_bath;room_open_air_bath,booking_confusion;public_bath_hot_spring;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 공용탕 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;대욕장/공용;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-14,9.6,879617675,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-07,9.6,879113220,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-04,9.6,870691997,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-10-01,10.0,873093781,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-09-27,10.0,870615781,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-09-10,9.2,852013175,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-09-04,8.4,849059214,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-08-18,10.0,847519173,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-07-23,9.6,838275939,public_bath;room_bath;room_open_air_bath,public_bath_hot_spring;room_bath_hot_spring,,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 공용탕 맥락이 확인됨.",노천탕/露天;내탕/内湯;대욕장/공용,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-07-16,10.0,831548353,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-06-28,10.0,809936125,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-06-20,10.0,821770067,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-06-20,10.0,822393487,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-06-14,9.2,816573622,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,ko,2024-06-12,10.0,816416618,room_open_air_bath,room_bath_hot_spring,,True,Agoda ko 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-05-27,10.0,810250514,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-05-22,10.0,809911341,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-05-13,10.0,803623103,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-05-10,10.0,803418983,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-04-17,9.2,793625394,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-04-13,9.2,791651483,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;온천/温泉;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-03-13,4.0,732966299,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-02-19,10.0,774314106,room_bath;room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;내탕/内湯;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,ko,2024-02-05,10.0,770561548,room_open_air_bath,room_bath_hot_spring,,True,Agoda ko 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-01-23,9.6,766135586,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2024-01-14,10.0,761700313,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2023-12-02,9.6,745162192,room_open_air_bath,booking_confusion;room_bath_hot_spring,booking_access,True,"Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락, 위치·예약·송영 주의이 확인됨.",노천탕/露天;예약/거리/송영,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2023-09-19,9.2,714835899,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2023-08-31,10.0,703060073,room_bath;room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;내탕/内湯,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,ko,2023-07-31,9.2,685203290,room_open_air_bath,room_bath_hot_spring,,True,Agoda ko 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天;온천/温泉,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2023-07-25,9.6,682412879,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
Agoda,https://www.agoda.com/ko-kr/oyado-kaikatei-ryokan/reviews/yufu-jp.html,agoda_api_direct,en/zh/other,2023-07-15,10.0,676656397,room_open_air_bath,room_bath_hot_spring,,True,Agoda en/zh/other 표본: 객실 내탕/노천탕 이용 맥락이 확인됨.,노천탕/露天,positive,rating_positive_signal,medium,issue_caution_calibration_needed
